experiment,calibration_file,notes,comment,init_cCa,init_cMg,init_cDIC,added_cSO4,V_ml,dr_mlmin,titrant_0-CaCl_1-Na2CO3,Method-titration_0=old_1=pH-given,Method-calibration_0-MeasCapH_1-constpH,titrant_concCa,titrant_concMg,MgCa,titrant_concDIC,dr_log(mM-s),conc_NaOH,SW_1-0,SW,Na,K,Sr,Li,Cl,Br,B(OH)3,S(6),F,Ca,Mg,Mn,Ba,sw_DIC,density,t_titration-start,t_stop_titration,V_titrated,mACC,DIC_meas,DIC_recalc,Cal_solution,calibration,Naconc,kind-of-calib_1-NaCl_2-MQ_3-SW_4-int,calconc1,calconc2,calconc3,calconc4,calconc5,t0,t1,t2,t3,t4,min_it_IAP,min_it_IAP_time,min_it_IAP_index,titration_stop_index,as_min_it_IAP,as_min_it_IAP_time,as_min_it_IAP_index,max_it_IAP,max_it_IAP_time,max_it_IAP_index,min_Ca,min_Ca_time,min_Ca_index,as_min_Ca,as_min_Ca_time,as_min_Ca_index,max_Ca,max_Ca_time,max_Ca_index,av_PNC_Ca,av_PNC_Ca_stdev,real_nuc_index,real_nuc_Ca,real_nuc_IAP,real_nuc_time,real_nuc_tit,rel_Ca_index,rel_Ca_conc,rel_Ca_tit,rel_Ca_Caact,rel_PNSS_Ca_IAP,rel_Ca_time
ACCD1,2018_08_16_CaCal_1a1555bb#189f97848b7#-7f6b_NOCS06010W_20230816-162424,Arns_et_al_2026_Fig3d,"MgCa5, 6ml total, 0.02",0,0,20000,0,200,0.02,0,1,1,0.45,2.25,5,,-3.124938737,0.1,1,ASWCMS,444.0672484,11.03185549,0.164324161,0.04073245,452.6529717,0.906110564,0.446488824,30.29780344,0.074148707,0,0,0.0079,0.0048,1784.229675,1.01766,690,18780,6,,,NaN,,2018_08_16_CaCal_1a1555bb#189f97848b7#-7f6b_NOCS06010W_20230816-162424,450,1,0.126150609,0.980647498,4.741195054,9.343869276,18.25518705,1470,1970,2480,2980,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
